50,50,500,0,15.37,12.05,10.85,10.52,10.25,10.24,10.24,9.97,9.97,9.97
50,50,500,0,30.1,19.24,13.64,10.4,8.44,7.47,7.28,7.07,7.07,6.65
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,31.9,20.58,15.8,13.33,11.65,11.42,10.83,10.59,10.59,10.59
50,50,500,0,23.56,12.76,8.74,5.89,5.07,4.55,4.19,4.19,4.19,4.19
50,50,500,0,36.93,26.2,23.47,21.38,20.74,19.89,19.35,19.35,19.35,19.35
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,7.73,5.48,4.89,4.05,3.81,3.79,3.79,3.79,3.79,3.79
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,24.34,19.39,17.37,16.38,15.82,15.42,14.8,14.42,14.16,14.1
50,50,500,0,10.4,7.62,5.23,4.43,3.83,3.77,3.73,3.73,3.73,3.73
50,50,500,0,14.81,12.07,10.87,9.64,9.26,9.26,9.26,9.26,9.26,9.26
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,28.54,24.03,22.59,22.26,22.12,22.12,22.12,22.12,22.12,22.12
50,50,500,0,20.77,13.34,10.49,9.21,9.21,9.21,9.21,9.21,9.21,9.21
50,50,500,0,18.24,12.59,10.89,9.56,8.8,8.8,8.8,8.8,8.8,8.8
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,29.35,17.39,13.32,11.77,10.25,9.97,9.8,9.54,9.54,9.54
50,50,500,0,25.98,17.63,14.56,11.42,10.04,9.96,9.96,9.96,9.96,9.96
50,50,500,0,16.99,14.04,12.37,11.79,11.62,11.62,11.62,11.62,11.62,11.62
50,50,500,0,24.42,21.72,20.88,19.76,19.7,19.68,19.55,19.55,19.55,19.55
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,56.51,38.96,28.83
50,50,500,0,11.22,7.02,5.6,5.07,4.79,4.5,4.45,4.45,4.45,4.45
50,50,500,0,10.76,8.07,6.8,5.83,5.61,5.42,5.42,5.42,5.42,5.42
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,4.71,2.67,1.97,1.18,1,0.75,0.68,0.57,0.57,0.57
50,50,500,0,999999999,999999999,999999999,62.67,55.49,39.21,29.54,23.87,19.35,18.13
50,50,500,0,4.55,3.19,2.33,2.08,1.94,1.94,1.93,1.93,1.93,1.93
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,12.16,7.51,5.61,4.69,4.41,4.25,4.17,4.07,4.06,4.06
50,50,500,0,999999999,999999999,999999999,999999999,45.72,27.93,22.06,19.88,19,18.85
50,50,500,0,38.85,25.73,20.09,16.87,14.8,13.68,13.42,13.42,13.42,13.42
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,17.66,14.59,13.97,13.47,13.22,13.22,13.22,13.22,13.22,13.22
50,50,500,0,18.3,12.31,10.51,10.28,9.79,9.08,8.67,8.47,8.47,8.38
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,17.26,12.19,9.64,8.58,8.19,8.01,7.52,7.52,7.52,7.34
50,50,500,0,15.38,12.19,10.9,9.82,9.1,8.72,8.3,8.04,8.04,8.04
50,50,500,0,15.39,12.73,11.59,11.21,10.99,10.99,10.99,10.92,10.92,10.92
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,38.08,24.43,16.67,14.26,12.48,11.67,11.46,11.17,11.17,11.17
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,16.43,12.18,10.63,9.48,9.07,9.07,9.07,9.07,9.07,9.07
50,50,500,0,17.56,11.99,9.8,8.95,8.63,8.42,8.42,8.42,8.42,8.42
50,50,500,0,7.96,5.46,4.66,4.29,4.06,4.06,3.99,3.85,3.85,3.85
50,50,500,0,15.84,13.06,11.94,11.62,11.27,11.17,11.08,11.08,11.08,11.08
50,50,500,0,999999999,32.7,22.51,14.27,9.02,7.11,5.02,4.36,3.88,3.72
50,50,500,0,999999999,34.25,23.6,18.66,15.96,15.11,14.06,13.71,13.71,13.71
50,50,500,0,12.54,9.6,8.35,7.66,7.22,6.79,6.67,6.57,6.57,6.57
50,50,500,0,9.93,7.07,5.58,5.18,5.06,5.06,5.06,5.06,5.06,5.06
50,50,500,0,21.13,15.65,13.18,12.05,11.99,11.63,11.63,11.63,11.63,11.63
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,43.54,27.97,22.44,21.08,19.8,18.97,18.46,18.46,18.46,18.46
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,8.96,5.88,5.13,4.62,4.5,4.41,4.41,4.41,4.41,4.41
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,60.72,41.8,34.21,30.14,28.81,28.09,27.42,27.42,27.42,27.42
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,42.69,24.44,16.98,14.87,13.24,13.05,13.03,13.03,13.01,13.01
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,23.38,18.61,16.9,16.18,15.94,15.67,15.59,15.59,15.59,15.59
50,50,500,0,61.71,47.6,40.26,36.24,34.6,34.1,34.1,34.1,33.79,33.79
50,50,500,0,9.49,6.57,5.09,4.6,4.6,4.6,4.52,4.52,4.52,4.52
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,20.32,15.14,12.82,11.61,11.5,11.16,10.94,10.94,10.83,10.83
50,50,500,0,14.47,11.26,9.67,9.1,8.9,8.68,8.68,8.68,8.68,8.68
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,999999999,999999999,35.87,25.23,18.98,14.77,14.48,13.16,12.86,12.84
50,50,500,0,25.28,16,11.85,10.12,8.97,8.97,8.97,8.97,8.97,8.97
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,24.58,19.63,17.42,16.15,15.82,15.74,15.69,15.69,15.69,15.69
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,8.05,6.34,6.14,6.07,6.04,5.97,5.97,5.97,5.97,5.97
50,50,500,0,35.11,24.35,20.54,18.63,17.67,16.71,16.71,16.71,16.71,16.71
50,50,500,0,17.21,13.11,11.52,10.9,10.88,10.88,10.88,10.88,10.88,10.88
50,50,500,0,28.77,18.73,13.43,10.43,9.16,8.63,8.22,8.22,8.22,8.22
50,50,500,0,22.98,16.37,14.48,13.5,13.3,13.3,13.24,13.24,13.24,13.24
50,50,500,0,20.1,16.01,13.09,11.75,11.24,11.07,10.88,10.8,10.8,10.8
50,50,500,0,38.06,26.56,21.28,19.37,16.15,14.54,14.21,13.03,12.28,12.28
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,40.12,30.55,25.49,22.74,21.38,20.82,20.35,20.35,20.35,20.35
50,50,500,0,9.05,6.46,4.66,4.17,3.89,3.73,3.42,3.42,3.42,3.42
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,7.05,6,5.7,5.44,5.29,5.29,5.29,5.29,5.29,5.29
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,22.19,14.69,12.72,10.63,9.23,7.86,7.29,7.29,7.29,7.29
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,18.72,15.54,14.86,13.96,13.1,12.69,12.13,11.83,11.51,11.51
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
50,50,500,0,40.9,26.11,18.32,14.74,12.77,12.6,12.6,12.6,12.6,12.6
